,gene_id,gene_name
12704,ENSG00000105821,DNAJC2
12715,ENSG00000005483,KMT2E
12725,ENSG00000008282,SYPL1
12734,ENSG00000105856,HBP1
12753,ENSG00000128590,DNAJB9
12787,ENSG00000135269,TES
12796,ENSG00000198898,CAPZA2
12810,ENSG00000128534,NAA38
12821,ENSG00000196937,FAM3C
12837,ENSG00000128609,NDUFA5
12861,ENSG00000048405,ZNF800
12865,ENSG00000004059,ARF5
12869,ENSG00000197157,SND1
12889,ENSG00000128524,ATP6V1F
12929,ENSG00000231721,LINC-PINT
12939,ENSG00000106554,CHCHD3
12947,ENSG00000085662,AKR1B1
12963,ENSG00000243317,C7orf73
12968,ENSG00000105887,MTPN
12993,ENSG00000146963,C7orf55-LUC7L2
13005,ENSG00000133606,MKRN1
13008,ENSG00000090266,NDUFB2
13023,ENSG00000106028,SSBP1
13058,ENSG00000159840,ZYX
13120,ENSG00000214022,REPIN1
13121,ENSG00000196456,ZNF775
13128,ENSG00000106560,GIMAP2
13129,ENSG00000213203,GIMAP1
13130,ENSG00000196329,GIMAP5
13143,ENSG00000164896,FASTK
13211,ENSG00000105993,DNAJB6
13332,ENSG00000169249,ZRSR2
13333,ENSG00000182287,AP1S2
13339,ENSG00000169895,SYAP1
13341,ENSG00000102054,RBBP7
13357,ENSG00000131828,PDHA1
13359,ENSG00000147010,SH3KBP1
13362,ENSG00000173674,EIF1AX
13370,ENSG00000102172,SMS
13386,ENSG00000130741,EIF2S3
13446,ENSG00000165175,MID1IP1
13456,ENSG00000182220,ATP6AP2
13462,ENSG00000215301,DDX3X
13496,ENSG00000147123,NDUFB11
13507,ENSG00000102265,TIMP1
13508,ENSG00000126759,CFP
13528,ENSG00000147155,EBP
13533,ENSG00000101940,WDR13
13534,ENSG00000015285,WAS
13542,ENSG00000126768,TIMM17B
13545,ENSG00000102096,PIM2
13552,ENSG00000196998,WDR45
13556,ENSG00000102007,PLP2
13628,ENSG00000072506,HSD17B10
13638,ENSG00000102316,MAGED2
13675,ENSG00000147065,MSN
13693,ENSG00000089289,IGBP1
13701,ENSG00000120509,PDZD11
13751,ENSG00000225470,JPX
13763,ENSG00000102390,PBDC1
13766,ENSG00000085224,ATRX
13768,ENSG00000131174,COX7B
13776,ENSG00000078589,P2RY10
13783,ENSG00000131171,SH3BGRL
13861,ENSG00000133134,BEX2
13864,ENSG00000166681,NGFRAP1
13928,ENSG00000101901,ALG13
13964,ENSG00000077721,UBE2A
13966,ENSG00000125354,SEPT6
13968,ENSG00000198918,RPL39
13970,ENSG00000125352,RNF113A
13971,ENSG00000125356,NDUFA1
13986,ENSG00000232119,MCTS1
14004,ENSG00000125676,THOC2
14005,ENSG00000101966,XIAP
14009,ENSG00000183918,SH2D1A
14022,ENSG00000122122,SASH3
14094,ENSG00000102245,CD40LG
14097,ENSG00000147274,RBMX
14144,ENSG00000010404,IDS
14218,ENSG00000185825,BCAP31
14223,ENSG00000067829,IDH3G
14229,ENSG00000089820,ARHGAP4
14230,ENSG00000102030,NAA10
14236,ENSG00000169057,MECP2
14245,ENSG00000196924,FLNA
14254,ENSG00000196976,LAGE3
14264,ENSG00000130826,DKC1
14269,ENSG00000197932,F8A1
14270,ENSG00000165775,FUNDC2
14274,ENSG00000155959,VBP1
14420,ENSG00000079459,FDFT1
14422,ENSG00000164733,CTSB
14470,ENSG00000104763,ASAH1
14484,ENSG00000104613,INTS10
14488,ENSG00000147416,ATP6V1B2
14501,ENSG00000147443,DOK2
14527,ENSG00000147439,BIN3
14575,ENSG00000104765,BNIP3L
14583,ENSG00000120899,PTK2B
14588,ENSG00000147419,CCDC25
14597,ENSG00000168081,PNOC
14621,ENSG00000104660,LEPROTL1
14623,ENSG00000271869,RP11-51J9.5
14624,ENSG00000104671,DCTN6
14629,ENSG00000197265,GTF2E2
14674,ENSG00000147471,PROSC
14677,ENSG00000156675,RAB11FIP1
14680,ENSG00000187840,EIF4EBP1
14685,ENSG00000175324,LSM1
14689,ENSG00000147548,WHSC1L1
14707,ENSG00000169490,TM2D2
14745,ENSG00000104365,IKBKB
14748,ENSG00000078668,VDAC3
14751,ENSG00000176209,SMIM19
14768,ENSG00000221869,CEBPD
14813,ENSG00000187735,TCEA1
14815,ENSG00000120992,LYPLA1
14826,ENSG00000254087,LYN
14832,ENSG00000170791,CHCHD7
14855,ENSG00000137575,SDCBP
14864,ENSG00000104388,RAB2A
14903,ENSG00000104442,ARMC1
14926,ENSG00000104218,CSPP1
14948,ENSG00000067167,TRAM1
15005,ENSG00000164751,PEX2
15019,ENSG00000076554,TPD52
15028,ENSG00000076641,PAG1
15043,ENSG00000104231,ZFAND1
15094,ENSG00000104325,DECR1
15105,ENSG00000253738,GS1-251I9.4
15158,ENSG00000175895,PLEKHF2
15166,ENSG00000156467,UQCRB
15176,ENSG00000147649,MTDH
15197,ENSG00000164919,COX6C
15212,ENSG00000164924,YWHAZ
15217,ENSG00000120963,ZNF706
15270,ENSG00000104408,EIF3E
15279,ENSG00000120533,ENY2
15303,ENSG00000164754,RAD21
15307,ENSG00000164758,MED30
15346,ENSG00000136986,DERL1
15377,ENSG00000170873,MTSS1
15411,ENSG00000136997,MYC
15419,ENSG00000153310,FAM49B
15439,ENSG00000155926,SLA
15474,ENSG00000104472,CHRAC1
15536,ENSG00000104518,GSDMD
15539,ENSG00000147813,NAPRT1
15540,ENSG00000254741,RP11-661A12.7
15545,ENSG00000104522,TSTA3
15559,ENSG00000179950,PUF60
15562,ENSG00000178209,PLEC
15564,ENSG00000178719,GRINA
15570,ENSG00000197858,GPAA1
15571,ENSG00000179091,CYC1
15573,ENSG00000179632,MAF1
15594,ENSG00000160948,VPS28
15623,ENSG00000182307,C8orf33
15630,ENSG00000172785,CBWD1
15662,ENSG00000106993,CDC37L1
15725,ENSG00000164985,PSIP1
15738,ENSG00000155876,RRAGA
15812,ENSG00000165264,NDUFB6
15820,ENSG00000086061,DNAJA1
15825,ENSG00000107262,BAG1
15826,ENSG00000086065,CHMP5
15830,ENSG00000165272,AQP3
15856,ENSG00000164967,RPP25L
15857,ENSG00000137100,DCTN3
15873,ENSG00000165280,VCP
15887,ENSG00000137078,SIT1
15889,ENSG00000159884,CCDC107
15893,ENSG00000137076,TLN1
15902,ENSG00000137133,HINT2
15911,ENSG00000122694,GLIPR2
15913,ENSG00000122705,CLTA
15924,ENSG00000147905,ZCCHC7
15926,ENSG00000137106,GRHPR
16059,ENSG00000165060,FXN
16084,ENSG00000107372,ZFAND5
16098,ENSG00000134996,OSTF1
16115,ENSG00000106829,TLE4
16133,ENSG00000135018,UBQLN1
16176,ENSG00000123975,CKS2
16177,ENSG00000187742,SECISBP2
16216,ENSG00000165233,C9orf89
16217,ENSG00000131669,NINJ1
16262,ENSG00000158122,AAED1
16287,ENSG00000095380,NANS
16308,ENSG00000023318,ERP44
16317,ENSG00000136897,MRPL50
16322,ENSG00000155827,RNF20
16359,ENSG00000119318,RAD23B
16361,ENSG00000136826,KLF4
16379,ENSG00000136810,TXN
16432,ENSG00000106948,AKNA
16467,ENSG00000136861,CDK5RAP2
16471,ENSG00000226752,PSMD5-AS1
16475,ENSG00000119397,CNTRL
16486,ENSG00000119421,NDUFA8
16539,ENSG00000136950,ARPC5L
16542,ENSG00000119414,PPP6C
16544,ENSG00000044574,HSPA5
16596,ENSG00000171159,C9orf16
16608,ENSG00000167118,URM1
16621,ENSG00000160446,ZDHHC12
16626,ENSG00000198917,C9orf114
16662,ENSG00000136827,TOR1A
16663,ENSG00000136819,C9orf78
16665,ENSG00000187239,FNBP1
16683,ENSG00000126883,NUP214
16714,ENSG00000148290,SURF1
16715,ENSG00000148291,SURF2
16718,ENSG00000148300,REXO4
16744,ENSG00000085265,FCN1
16768,ENSG00000130560,UBAC1
16792,ENSG00000233016,SNHG7
16804,ENSG00000054148,PHPT1
16808,ENSG00000159069,FBXW5
16829,ENSG00000176978,DPP7
16834,ENSG00000176101,SSNA1
16836,ENSG00000187713,TMEM203
16842,ENSG00000188229,TUBB4B
16853,ENSG00000182154,MRPL41
16933,ENSG00000057608,GDI2
16941,ENSG00000134453,RBM17
16942,ENSG00000170525,PFKFB3
16947,ENSG00000237943,PRKCQ-AS1
16959,ENSG00000165629,ATP5C1
16977,ENSG00000048740,CELF2
16988,ENSG00000151461,UPF2
16992,ENSG00000151465,CDC123
16996,ENSG00000123240,OPTN
17014,ENSG00000065809,FAM107B
17074,ENSG00000136770,DNAJC1
17087,ENSG00000148450,MSRB2
17106,ENSG00000077420,APBB1IP
17114,ENSG00000136754,ABI1
17143,ENSG00000107968,MAP3K8
17158,ENSG00000120616,EPC1
17254,ENSG00000012779,ALOX5
17257,ENSG00000172671,ZFAND4
17326,ENSG00000138293,NCOA4
17384,ENSG00000150347,ARID5B
17413,ENSG00000096746,HNRNPH3
17424,ENSG00000122958,VPS26A
17442,ENSG00000180817,PPA1
17445,ENSG00000148730,EIF4EBP2
17449,ENSG00000180644,PRF1
17463,ENSG00000107738,C10orf54
17464,ENSG00000197746,PSAP
17468,ENSG00000107742,SPOCK2
17471,ENSG00000168209,DDIT4
17506,ENSG00000172586,CHCHD1
17529,ENSG00000165637,VDAC2
17579,ENSG00000122359,ANXA11
17588,ENSG00000108219,TSPAN14
17597,ENSG00000165678,GHITM
17611,ENSG00000062650,WAPAL
17623,ENSG00000148672,GLUD1
17648,ENSG00000026103,FAS
17653,ENSG00000119917,IFIT3
17716,ENSG00000107438,PDLIM1
17748,ENSG00000171314,PGAM1
17771,ENSG00000107521,HPS1
17794,ENSG00000196072,BLOC1S2
17802,ENSG00000166136,NDUFB8
17808,ENSG00000055950,MRPL43
17833,ENSG00000107833,NPM3
17834,ENSG00000198408,MGEA5
17847,ENSG00000107872,FBXL15
17851,ENSG00000138107,ACTR1A
17871,ENSG00000173915,USMG5
17873,ENSG00000138172,CALHM2
17887,ENSG00000148834,GSTO1
17906,ENSG00000148700,ADD3
17916,ENSG00000150593,PDCD4
17919,ENSG00000108061,SHOC2
17986,ENSG00000165672,PRDX3
17989,ENSG00000148908,RGS10
18024,ENSG00000154473,BUB3
18032,ENSG00000065154,OAT
18052,ENSG00000188690,UROS
18053,ENSG00000107949,BCCIP
18074,ENSG00000170430,MGMT
18114,ENSG00000198546,ZNF511
18119,ENSG00000148803,FUOM
18120,ENSG00000127884,ECHS1
18148,ENSG00000142089,IFITM3
18156,ENSG00000185187,SIGIRR
18160,ENSG00000023191,RNH1
18166,ENSG00000099849,RASSF7
18169,ENSG00000185507,IRF7
18190,ENSG00000177700,POLR2L
18201,ENSG00000078902,TOLLIP
18203,ENSG00000255153,TOLLIP-AS1
18224,ENSG00000130592,LSP1
18228,ENSG00000214026,MRPL23
18237,ENSG00000110665,C11orf21
18240,ENSG00000184281,TSSC4
18253,ENSG00000110619,CARS
18269,ENSG00000177105,RHOG
18331,ENSG00000132274,TRIM22
18418,ENSG00000175348,TMEM9B
18424,ENSG00000166471,TMEM41B
18430,ENSG00000133789,SWAP70
18483,ENSG00000133818,RRAS2
18485,ENSG00000129084,PSMA1
18503,ENSG00000070081,NUCB2
18526,ENSG00000134333,LDHA
18569,ENSG00000198168,SVIP
18611,ENSG00000152219,ARL14EP
18630,ENSG00000149100,EIF3M
18643,ENSG00000110429,FBXO3
18659,ENSG00000149089,APIP
18663,ENSG00000026508,CD44
18676,ENSG00000110442,COMMD9
18711,ENSG00000085117,CD82
18740,ENSG00000121680,PEX16
18749,ENSG00000149091,DGKZ
18772,ENSG00000066336,SPI1
18775,ENSG00000165916,PSMC3
18778,ENSG00000213619,NDUFS3
18786,ENSG00000109920,FNBP4
18787,ENSG00000030066,NUP160
18858,ENSG00000149136,SSRP1
18869,ENSG00000156587,UBE2L6
18875,ENSG00000213593,TMX2
18877,ENSG00000211450,C11orf31
18896,ENSG00000110031,LPXN
18911,ENSG00000197629,MPEG1
18928,ENSG00000166902,MRPL16
18937,ENSG00000110077,MS4A6A
18941,ENSG00000166927,MS4A7
18944,ENSG00000156738,MS4A1
18967,ENSG00000110448,CD5
18991,ENSG00000134825,TMEM258
18997,ENSG00000167995,BEST1
19013,ENSG00000124942,AHNAK
19016,ENSG00000254772,EEF1G
19020,ENSG00000149499,EML3
19025,ENSG00000185085,INTS5
19029,ENSG00000204922,C11orf83
19041,ENSG00000168569,TMEM223
19043,ENSG00000185475,TMEM179B
19044,ENSG00000162231,NXF1
19048,ENSG00000168003,SLC3A2
19072,ENSG00000176340,COX8A
19074,ENSG00000167770,OTUB1
19086,ENSG00000173511,VEGFB
19087,ENSG00000173486,FKBP2
19097,ENSG00000173113,TRMT112
19098,ENSG00000126432,PRDX5
19110,ENSG00000068831,RASGRP2
19112,ENSG00000168066,SF1
19118,ENSG00000110047,EHD1
19126,ENSG00000213465,ARL2
19144,ENSG00000014216,CAPN1
19150,ENSG00000162241,SLC25A45
19156,ENSG00000142186,SCYL1
19159,ENSG00000173465,SSSCA1
19164,ENSG00000173327,MAP3K11
19166,ENSG00000213445,SIPA1
19167,ENSG00000173039,RELA
19169,ENSG00000172922,RNASEH2C
19179,ENSG00000172543,CTSW
19180,ENSG00000172500,FIBP
19184,ENSG00000175550,DRAP1
19187,ENSG00000175334,BANF1
19191,ENSG00000087365,SF3B2
19199,ENSG00000174903,RAB1B
19203,ENSG00000174851,YIF1A
19214,ENSG00000174547,MRPL11
19220,ENSG00000174165,ZDHHC24
19242,ENSG00000172932,ANKRD13D
19244,ENSG00000175482,POLD4
19246,ENSG00000172613,RAD9A
19258,ENSG00000172663,TMEM134
19259,ENSG00000110711,AIP
19261,ENSG00000167797,CDK2AP2
19277,ENSG00000110717,NDUFS8
19291,ENSG00000197345,MRPL21
19351,ENSG00000149357,LAMTOR1
19372,ENSG00000168010,ATG16L2
19385,ENSG00000175582,RAB6A
19389,ENSG00000181924,COA4
19410,ENSG00000118363,SPCS2
19459,ENSG00000074201,CLNS1A
19461,ENSG00000048649,RSF1
19472,ENSG00000151366,NDUFC2
19500,ENSG00000165494,PCF11
19504,ENSG00000137500,CCDC90B
19512,ENSG00000137504,CREBZF
19521,ENSG00000149196,C11orf73
19538,ENSG00000109861,CTSC
19562,ENSG00000166002,SMCO4
19565,ENSG00000166012,TAF1D
19585,ENSG00000150316,CWC15
19617,ENSG00000023445,BIRC3
19640,ENSG00000196954,CASP4
19642,ENSG00000137752,CASP1
19643,ENSG00000204397,CARD16
19669,ENSG00000149311,ATM
19682,ENSG00000137714,FDX1
19712,ENSG00000204370,SDHD
19776,ENSG00000168092,PAFAH1B2
19779,ENSG00000160613,PCSK7
19792,ENSG00000110324,IL10RA
19797,ENSG00000160593,AMICA1
19802,ENSG00000160654,CD3G
19807,ENSG00000118058,KMT2A
19828,ENSG00000196655,TRAPPC4
19877,ENSG00000137642,SORL1
19919,ENSG00000154144,TBRG1
19969,ENSG00000182934,SRPR
19974,ENSG00000110063,DCPS
19990,ENSG00000134954,ETS1
19995,ENSG00000151702,FLI1
20008,ENSG00000084234,APLP2
20039,ENSG00000151500,THYN1
20070,ENSG00000060237,WNK1
20110,ENSG00000256862,RP11-664D1.1
20114,ENSG00000118971,CCND2
20123,ENSG00000139180,NDUFA9
20149,ENSG00000139193,CD27
20150,ENSG00000139192,TAPBPL
20152,ENSG00000111639,MRPL51
20164,ENSG00000111653,ING4
20171,ENSG00000089693,MLF2
20184,ENSG00000111678,C12orf57
20186,ENSG00000111679,PTPN6
20187,ENSG00000126749,EMG1
20190,ENSG00000215021,PHB2
20212,ENSG00000059804,SLC2A3
20236,ENSG00000003056,M6PR
20247,ENSG00000069493,CLEC2D
20250,ENSG00000110848,CD69
20252,ENSG00000110852,CLEC2B
20264,ENSG00000172243,CLEC7A
20267,ENSG00000139112,GABARAPL1
20330,ENSG00000013583,HEBP1
20345,ENSG00000246705,H2AFJ
20362,ENSG00000023734,STRAP
20431,ENSG00000133703,KRAS
20450,ENSG00000111790,FGFR1OP2
20472,ENSG00000123106,CCDC91
20504,ENSG00000174718,KIAA1551
20542,ENSG00000134283,PPHLN1
20543,ENSG00000139168,ZCRB1
20555,ENSG00000198001,IRAK4
20566,ENSG00000139218,SCAF11
20567,ENSG00000111371,SLC38A1
20568,ENSG00000134294,SLC38A2
20622,ENSG00000134285,FKBP11
20635,ENSG00000139636,LMBR1L
20637,ENSG00000123416,TUBA1B
20671,ENSG00000178449,COX14
20689,ENSG00000183283,DAZAP2
20691,ENSG00000110934,BIN2
20706,ENSG00000123358,NR4A1
20748,ENSG00000063046,EIF4B
20757,ENSG00000139626,ITGB7
20768,ENSG00000205352,PRR13
20810,ENSG00000111481,COPZ1
20849,ENSG00000135441,BLOC1S1
20871,ENSG00000170515,PA2G4
20882,ENSG00000181852,RNF41
20892,ENSG00000257727,CNPY2
20895,ENSG00000170581,STAT2
20903,ENSG00000110955,ATP5B
20904,ENSG00000110958,PTGES3
20917,ENSG00000166888,STAT6
20918,ENSG00000123384,LRP1
20943,ENSG00000135506,OS9
20954,ENSG00000123297,TSFM
20958,ENSG00000175215,CTDSP2
20973,ENSG00000135655,USP15
21019,ENSG00000155957,TMBIM4
21027,ENSG00000111530,CAND1
21042,ENSG00000127314,RAP1B
21052,ENSG00000111605,CPSF6
21054,ENSG00000257764,RP11-1143G9.4
21069,ENSG00000111596,CNOT2
21106,ENSG00000139278,GLIPR1
21117,ENSG00000091039,OSBPL8
21141,ENSG00000058272,PPP1R12A
21158,ENSG00000133773,CCDC59
21196,ENSG00000271614,LINC00936
21215,ENSG00000245904,RP11-796E2.4
21229,ENSG00000177889,UBE2N
21250,ENSG00000111142,METAP2
21255,ENSG00000139343,SNRPF
21260,ENSG00000111144,LTA4H
21300,ENSG00000111666,CHPT1
21306,ENSG00000120860,CCDC53
21326,ENSG00000166598,HSP90B1
21344,ENSG00000235162,C12orf75
21376,ENSG00000136003,ISCU
21378,ENSG00000110876,SELPLG
21388,ENSG00000189046,ALKBH2
21397,ENSG00000139428,MMAB
21405,ENSG00000139436,GIT2
21414,ENSG00000111237,VPS29
21419,ENSG00000186298,PPP1CC
21434,ENSG00000111275,ALDH2
21449,ENSG00000089127,OAS1
21530,ENSG00000111725,PRKAB1
21551,ENSG00000022840,RNF10
21569,ENSG00000135124,P2RX4
21571,ENSG00000089053,ANAPC5
21573,ENSG00000170633,RNF34
21579,ENSG00000139725,RHOF
21600,ENSG00000111011,RSRC2
21607,ENSG00000139726,DENR
21614,ENSG00000182196,ARL6IP4
21626,ENSG00000150977,RILPL2
21630,ENSG00000086598,TMED2
21632,ENSG00000111361,EIF2B1
21731,ENSG00000183495,EP400
21785,ENSG00000196199,MPHOSPH8
21789,ENSG00000132950,ZMYM5
21791,ENSG00000121741,ZMYM2
21806,ENSG00000173141,MRP63
21866,ENSG00000122033,MTIF3
21868,ENSG00000186184,POLR1D
21872,ENSG00000180389,ATP5EP2
21900,ENSG00000132965,ALOX5AP
21917,ENSG00000139597,N4BP2L1
21918,ENSG00000244754,N4BP2L2
21970,ENSG00000120690,ELF1
21985,ENSG00000133106,EPSTI1
21986,ENSG00000120675,DNAJC15
22020,ENSG00000123200,ZC3H13
22038,ENSG00000136146,MED4
22043,ENSG00000139679,LPAR6
22054,ENSG00000136147,PHF11
22057,ENSG00000123179,EBPL
22067,ENSG00000136104,RNASEH2B
22089,ENSG00000165416,SUGT1
22162,ENSG00000005810,MYCBP2
22257,ENSG00000134882,UBAC2
22258,ENSG00000125245,GPR18
22259,ENSG00000169508,GPR183
22300,ENSG00000134884,ARGLU1
22306,ENSG00000102524,TNFSF13B
22356,ENSG00000126226,PCID2
22358,ENSG00000185896,LAMP1
22428,ENSG00000100823,APEX1
22445,ENSG00000169413,RNASE6
22492,ENSG00000155463,OXA1L
22495,ENSG00000172590,MRPL52
22497,ENSG00000197324,LRP10
22499,ENSG00000100461,RBM23
22503,ENSG00000092036,HAUS4
22508,ENSG00000100804,PSMB5
22520,ENSG00000100836,PABPN1
22534,ENSG00000213983,AP1G2
22555,ENSG00000213928,IRF9
22562,ENSG00000254505,CHMP4A
22566,ENSG00000100938,GMPR2
22567,ENSG00000092330,TINF2
22583,ENSG00000100445,SDR39U1
22617,ENSG00000092108,SCFD1
22643,ENSG00000129518,EAPP
22646,ENSG00000129515,SNX6
22648,ENSG00000198604,BAZ1A
22651,ENSG00000151327,FAM177A1
22698,ENSG00000100941,PNN
22703,ENSG00000165355,FBXO33
22725,ENSG00000100442,FKBP3
22746,ENSG00000165506,DNAAF2
22754,ENSG00000165527,ARF6
22757,ENSG00000258929,RP11-58E21.3
22781,ENSG00000139921,TMX1
22794,ENSG00000087302,C14orf166
22798,ENSG00000125384,PTGER2
22817,ENSG00000100528,CNIH1
22822,ENSG00000131979,GCH1
22825,ENSG00000168175,MAPK1IP1L
22826,ENSG00000131981,LGALS3
22835,ENSG00000126777,KTN1
22851,ENSG00000070367,EXOC5
22861,ENSG00000100567,PSMA3
22868,ENSG00000100575,TIMM9
22895,ENSG00000027075,PRKCH
22938,ENSG00000258289,CHURC1
22957,ENSG00000134001,EIF2S1
22963,ENSG00000100568,VTI1B
22972,ENSG00000185650,ZFP36L1
22973,ENSG00000072110,ACTN1
22980,ENSG00000100632,ERH
23021,ENSG00000119707,RBM25
23030,ENSG00000119673,ACOT2
23056,ENSG00000119655,NPC2
23057,ENSG00000165898,ISCA2
23077,ENSG00000170348,TMED10
23088,ENSG00000133935,C14orf1
23123,ENSG00000100591,AHSA1
23125,ENSG00000100596,SPTLC2
23127,ENSG00000119705,SLIRP
23179,ENSG00000140030,GPR65
23222,ENSG00000015133,CCDC88C
23224,ENSG00000100796,SMEK1
23227,ENSG00000165929,TC2N
23231,ENSG00000183648,NDUFB1
23243,ENSG00000165943,MOAP1
23256,ENSG00000089737,DDX24
23263,ENSG00000197249,SERPINA1
23303,ENSG00000090060,PAPOLA
23340,ENSG00000100811,YY1
23344,ENSG00000140105,WARS
23377,ENSG00000078304,PPP2R5C
23403,ENSG00000100664,EIF5
23404,ENSG00000075413,MARK3
23412,ENSG00000256053,APOPT1
23423,ENSG00000156411,C14orf2
23441,ENSG00000184990,SIVA1
23466,ENSG00000213145,CRIP1
23554,ENSG00000185115,NDNL2
23609,ENSG00000128463,EMC4
23612,ENSG00000182117,NOP10
23685,ENSG00000128928,IVD
23696,ENSG00000137880,GCHFR
23741,ENSG00000166887,VPS39
23747,ENSG00000092531,SNAP23
23760,ENSG00000166946,CCNDBP1
23775,ENSG00000167004,PDIA3
23790,ENSG00000179523,EIF3J-AS1
23791,ENSG00000104131,EIF3J
23792,ENSG00000104133,SPG11
23795,ENSG00000185880,TRIM69
23846,ENSG00000255302,EID1
23851,ENSG00000156958,GALK2
23881,ENSG00000140280,LYSMD2
23908,ENSG00000137876,RSL24D1
23926,ENSG00000247982,LINC00926
23946,ENSG00000137776,SLTM
23955,ENSG00000140299,BNIP2
23962,ENSG00000069667,RORA
23973,ENSG00000129003,VPS13C
23991,ENSG00000185088,RPS27L
23997,ENSG00000140455,USP3
24000,ENSG00000103657,HERC1
24013,ENSG00000180304,OAZ2
24022,ENSG00000090487,SPG21
24034,ENSG00000074603,DPP8
24048,ENSG00000174446,SNAPC5
24114,ENSG00000067225,PKM
24119,ENSG00000213614,HEXA
24130,ENSG00000159322,ADPGK
24167,ENSG00000103653,CSK
24171,ENSG00000140497,SCAMP2
24194,ENSG00000177971,IMP3
24203,ENSG00000140367,UBE2Q2
24213,ENSG00000117906,RCN2
24214,ENSG00000140368,PSTPIP1
24237,ENSG00000140395,WDR61
24244,ENSG00000041357,PSMA4
24251,ENSG00000185787,MORF4L1
24252,ENSG00000103811,CTSH
24257,ENSG00000166557,TMED3
24261,ENSG00000136371,MTHFS
24268,ENSG00000086666,ZFAND6
24282,ENSG00000117899,MESDC2
24284,ENSG00000140406,MESDC1
24286,ENSG00000172349,IL16
24306,ENSG00000182774,RPS17L
24341,ENSG00000140612,SEC11A
24347,ENSG00000170776,AKAP13
24368,ENSG00000181991,MRPS11
24371,ENSG00000181026,AEN
24372,ENSG00000172183,ISG20
24375,ENSG00000140511,HAPLN3
24402,ENSG00000182054,IDH2
24424,ENSG00000140553,UNC45A
24542,ENSG00000131871,VIMP
24543,ENSG00000131876,SNRPA1
24557,ENSG00000161980,POLR3K
24577,ENSG00000086504,MRPL28
24579,ENSG00000103202,NME4
24597,ENSG00000103266,STUB1
24633,ENSG00000103275,UBE2I
24636,ENSG00000007520,TSR3
24643,ENSG00000103249,CLCN7
24659,ENSG00000103024,NME3
24660,ENSG00000074071,MRPS34
24662,ENSG00000162032,SPSB3
24665,ENSG00000063854,HAGH
24672,ENSG00000140990,NDUFB10
24679,ENSG00000127554,GFER
24686,ENSG00000065057,NTHL1
24693,ENSG00000131653,TRAF7
24695,ENSG00000167965,MLST8
24704,ENSG00000205937,RNPS1
24730,ENSG00000167978,SRRM2
24731,ENSG00000103363,TCEB2
24752,ENSG00000131652,THOC6
24803,ENSG00000103415,HMOX2
24810,ENSG00000168101,NUDT16L1
24844,ENSG00000153048,CARHSP1
24886,ENSG00000189067,LITAF
24892,ENSG00000171490,RSL1D1
24906,ENSG00000103381,CPPED1
24979,ENSG00000170540,ARL6IP1
25001,ENSG00000103550,KNOP1
25035,ENSG00000197006,METTL9
25036,ENSG00000140749,IGSF6
25066,ENSG00000004779,NDUFAB1
25077,ENSG00000166501,PRKCB
25081,ENSG00000122257,RBBP6
25114,ENSG00000169180,XPO6
25136,ENSG00000178952,TUFM
25145,ENSG00000169682,SPNS1
25147,ENSG00000213658,LAT
25168,ENSG00000103495,MAZ
25176,ENSG00000013364,MVP
25177,ENSG00000103502,CDIPT
25183,ENSG00000149932,TMEM219
25193,ENSG00000090238,YPEL3
25205,ENSG00000169217,CD2BP2
25210,ENSG00000180096,SEPT1
25213,ENSG00000179958,DCTPP1
25215,ENSG00000005844,ITGAL
25230,ENSG00000156858,PRR14
25245,ENSG00000175938,ORAI3
25250,ENSG00000103496,STX4
25258,ENSG00000167397,VKORC1
25264,ENSG00000089280,FUS
25267,ENSG00000103490,PYCARD
25291,ENSG00000185947,ZNF267
25336,ENSG00000069329,VPS35
25350,ENSG00000102893,PHKB
25425,ENSG00000103479,RBL2
25465,ENSG00000125148,MT2A
25475,ENSG00000187193,MT1X
25479,ENSG00000051108,HERPUD1
25481,ENSG00000140853,NLRC5
25487,ENSG00000102931,ARL2BP
25510,ENSG00000103005,USB1
25561,ENSG00000217555,CKLF
25573,ENSG00000159593,NAE1
25581,ENSG00000166595,FAM96B
25588,ENSG00000102871,TRADD
25599,ENSG00000168701,TMEM208
25609,ENSG00000159720,ATP6V0D1
25629,ENSG00000102898,NUTF2
25636,ENSG00000205220,PSMB10
25642,ENSG00000167264,DUS2
25645,ENSG00000072736,NFATC3
25666,ENSG00000141076,CIRH1A
25678,ENSG00000103018,CYB5B
25683,ENSG00000141101,NOB1
25763,ENSG00000103035,PSMD7
25784,ENSG00000153774,CFDP1
25792,ENSG00000034713,GABARAPL2
25794,ENSG00000065427,KARS
25795,ENSG00000166848,TERF2IP
25869,ENSG00000230989,HSBP1
25894,ENSG00000135686,KLHL36
25908,ENSG00000154102,C16orf74
25946,ENSG00000140941,MAP1LC3B
25978,ENSG00000158717,RNF166
25990,ENSG00000167515,TRAPPC2L
26026,ENSG00000141002,TCF25
26056,ENSG00000167699,GLOD4
26069,ENSG00000108953,YWHAE
26079,ENSG00000174231,PRPF8
26087,ENSG00000132383,RPA1
26135,ENSG00000213977,TAX1BP3
26137,ENSG00000127774,EMC6
26138,ENSG00000083454,P2RX5
26139,ENSG00000083457,ITGAE
26148,ENSG00000074370,ATP2A3
26154,ENSG00000132388,UBE2G1
26168,ENSG00000141480,ARRB2
26176,ENSG00000142507,PSMB6
26183,ENSG00000108528,SLC25A11
26184,ENSG00000108523,RNF167
